smiles,smilesid,docking_score
CCOC(=O)C(O)C(C)NC(=O)Nc1sc(C2CCCCC2)nc1C,S7589,-7.56173
COc1sccc1CNC(CC1CCC(F)(F)CC1)C(=O)O,S7590,-7.67811
CCc1cc(C(=O)N(C)C[C@@H]2CCCCN2C(=O)Cc2ccn(C)n2)cc(=O)[nH]1,S7588,-8.43562
COC(=O)c1c[nH]c2ccc(-c3cc4c(cc3OC)COC4)cc12,S7575,-8.96968
CCC[C@H]1CNC[C@@H]1C(=O)N(C)CC1COCCN1,S7594,-6.11487
CC1(NC(=O)C2CCN(C(=O)CC3CC3)CC2)CCc2ccccc21,S7591,-8.76117
CC(C(=O)N1CCOCC12COC(=O)N(C)C2)n1cnc2ccccc21,S7593,-8.60845
CC(NC(=O)NC[C@H]1OCC[C@H]1C)c1cncn1C,S7587,-5.00569
CCC(C)(C#N)C(=O)N1CCN(C(=O)c2cnncc2C)C(c2ccncc2)C1,S7592,-8.00928
CC1C(C)[C@@H](C(=O)Nc2ccccc2OCC2CC2)[C@H]1C(=O)O,S7595,-8.16396
CNC1(C(=O)NCC23CCCC2C3(F)F)CC(OC)C1,S7599,-6.60642
NCc1occc1-c1nc(-c2ccc(N3CCCC3)cn2)no1,S7597,-9.53479
OCCC1(CNc2nccn3cnnc23)CCOCC1,S7600,-5.96523
COC(=O)c1ccc2c(c1)C(NC(=O)NCC1(C(=O)OC)CCC(C)CC1)CC2,S7598,-8.27304
FC(F)C(NCc1cc2c(cc1Br)OCCCO2)c1ccccn1,S7603,-8.97765
C[C@H]1CNC[C@@H]1c1ccc(NC(=O)CCOC2CCNCC2)cc1,S7602,-8.33264
O=C(O)c1cn(C2CCCN(CC(F)C3CCC3)C2)nn1,S7606,-8.09896
CC1CN(C(=O)N2C[C@@H](Oc3ccccc3)C[C@H]2C(=O)O)CCO1,S7604,-8.4707
CCc1nc(NC(=O)NC[C@H]2C(=O)N(C)[C@@H](C)C[C@H]2C)ncc1-c1ccccc1,S7601,-9.13771
CN(CC1(NC(=O)c2ncnc3c2CCC3)CC1)C(=O)CC1CCOC1,S7607,-8.21936
N#CCn1ccc(C(=O)Nc2cncc3c2CCNC3=O)n1,S7608,-8.11628
COC(=O)CC1CN(C(=O)c2coc(-c3ccnc(C)c3)n2)CC2(CCC2)O1,S7610,-8.95002
COC1(CNC(C)c2c(Cl)cccc2Cl)CCNCC1,S7613,-6.34265
CC(C)(CNC(=O)C(OC(C)(C)C)C(C)(C)C)NC(=O)c1coc(=O)[nH]1,S7605,-4.99279
CN(CCCN1CCOC1=O)C(=O)Nc1ccnc(NC(=O)OC(C)(C)C)c1,S7609,-7.29555
C[C@H](CN(C)C(=O)c1cccc(-n2ccnc2)c1)NC(=O)C1CC12CC(C)(C)C2,S7611,-9.08154
C[C@H]1CN(C(=O)COc2cn[nH]c2)C[C@@H]1NC(=O)c1ccc2c(c1)OCCN2,S7612,-9.53512
Cc1cc(C(=O)N[C@H]2CCN(C(=O)CC(C)C3CC3)[C@@H]2C2CC2)cc(C)c1F,S7614,-8.24335
COC(=O)[C@@]1(NC(=O)Cc2noc3cc(F)ccc23)C[C@H]1C(F)(F)F,S7615,-7.08923
Cc1nn(C)c(N)c1S(=O)(=O)NC1CCOC12CCCCC2,S7617,-7.11292
CSc1cccc(C(=O)NC2CN(C(=O)[C@@H](C)OC(C)(C)C)C2)c1Cl,S7616,-7.56855
CCC1(C)CC(C(=O)N2CC(N(C)C(=O)c3cn4ccn(C)c(=O)c4n3)C2)C1,S7618,-9.32446
CN(C(=O)OC(C)(C)C)C1(C(=O)NC2C3CC4COC2C4C3)CC(F)(F)C1,S7621,-6.59476
C[C@H]1C[C@]1(F)C(=O)N1CCC(CNC(=O)Cc2ccnc(C(F)(F)F)c2)CC1,S7619,-9.12697
Cc1cc(C(=O)N2CC(O)(CNC(=O)c3c[nH]c(C(C)(C)C)n3)C2)ns1,S7622,-5.46456
COc1cc(=O)[nH]cc1C(=O)N1CCN(C(=O)C(C)CC(C)(F)F)CC1CO,S7596,-9.36688
CC1(C)C(=O)CC1CN1CCCCC1C1(C(F)(F)F)CCC1,S7627,-7.24675
O=C(CC1CCOC1=O)N[C@H]1CC[C@H]1CNC(=O)c1ccc2c(c1)OCCCO2,S7623,-8.32525
Cc1[nH]ccc1C(=O)N1CCN(CCNC(=O)Cc2nnc3n2CCCC3)CC1,S7624,-9.41322
CC(=O)NCC1CN(C(=O)[C@H]2CCc3ccccc3[C@H]2N)CCO1,S7620,-7.72514
CCC(C(=O)Nc1ccc(NC(=O)c2ccn(C(F)(F)F)n2)cc1C)C(C)O,S7628,-9.45006
COC(=O)c1cc(F)c(OC)c(NC(=O)NCc2sc(C)cc2C)c1,S7629,-6.63706
Cc1c(CN(C)C(=O)[C@@]2(C)CC[C@H]2C(=O)O)oc2c(C)cccc12,S7630,-8.7295
Cc1cc(C(=O)NC(C)C(C)NC(=O)c2cc(Br)co2)nnc1C,S7631,-8.04348
CC(C)C[C@H](CN)CC(=O)N1CC(C(F)(F)F)CCC12CC2,S7632,-8.52808
COC(=O)C1COC2(CCN(c3nc(N)c4sccc4n3)CC2)C1,S7626,-9.23165
Cc1ccc(F)c(CS(=O)(=O)NC(=O)Cc2cccc3sccc23)c1,S7635,-7.9943
O=C(NCc1nc(-c2cccs2)n[nH]1)c1sc2ccccc2c1C(=O)O,S7633,-9.01228
COC(=O)C1(NCc2csc(N(C(C)=O)C3CC3)n2)CC(CC(C)(C)C)C1,S7636,-8.60926
O=C(NCC1CCC12CCN(C(=O)c1c[nH]c(=O)cn1)CC2)C1CCC1(F)F,S7634,-9.16756
O=C(Nc1cc(O)cc(C(F)(F)F)c1)Nc1nccn2cccc12,S7640,-8.57938
CC(CO)C(=O)N1CC(CN2CCN(C(=O)c3conc3C(C)(C)C)CC2)C1,S7639,-7.24771
Cc1cccc(C)c1N(CC(C)N(C)C)C(=O)c1ccnc2c1cnn2C,S7638,-7.78611
CN(C)C(=O)[C@@H]1CCCN1C(=O)C1CC(n2cc(-c3cn[nH]c3)nn2)C1,S7625,-9.19255
CN(C)CC1CC(C(=O)Nc2cc(Cl)c(OC(F)F)c(Cl)c2)C1,S7645,-7.65459
Cc1cc(C(=O)N(C)CCN(C)C(=O)C23CC(C)(CO2)C3)ccc1C(C)C,S7643,-8.27657
COc1ccc2c(c1)CCC2C(=O)NCC1(NC(=O)C2CC(C)(C)CN2C)CC1,S7642,-8.8679
Cc1cc(N)c(C(=O)N(C)CCNC(=O)Cc2c[nH]c3cc(F)ccc23)nc1C,S7641,-8.57264
C[C@H]1CN(C(=O)c2ccc(C3CCCCC3)s2)CCN1C(=O)C1(C)COC1,S7644,-8.80305
CSc1ccc(Oc2ccc(C(=O)N3CCN4C(=O)CCC43C)cc2)cc1,S7646,-9.94412
CSC(CNC(=O)c1ccc(-c2cccc(F)c2)o1)C1CC1,S7651,-8.77109
CCn1ncc(Cl)c1C(=O)N1CC[C@@H](Oc2ccncc2)C1,S7650,-7.31264
CN1C[C@H]2[C@H](CCCN2C(=O)c2c(CN)nn3c2CCC3)C1=O,S7649,-9.42118
CCC(C#N)(CC)C(=O)NS(=O)(=O)CC1CCC(C)(C)O1,S7647,-6.91027
Cc1c(COC(=O)c2ccncc2N2CCOCC2)noc1-c1ccccc1,S7648,-7.01825
Cn1cc(C2N(C(=O)C3Cc4cccnc4C3)CC2(C)C)cn1,S7654,-8.36144
O=C(N[C@@]12CCC[C@]1(F)CNC2)c1cc(Br)c2nccnc2c1,S7653,-7.86796
COc1ccc(Cn2ccnc2C(=O)NC2COc3cc(F)cc(F)c32)cc1,S7652,-10.108
Cc1ccc(CN[C@H]2C[C@]3(C(=O)O)C[C@H]23)cc1C1CC1,S7658,-7.73986
C[C@@H]1[C@H]2C[C@H]([C@H]2NC(=O)[C@H]2C[C@@H](O)CN2C)N1C(=O)C(C)(C)C(F)(F)F,S7656,-6.30409
CCc1cc(NC(=O)c2ccc(C(=O)OC)n2C)cnc1C,S7661,-8.63001
CC1CCC(CC(=O)NCc2ccc(S(=O)(=O)C(C)C)cc2)O1,S7660,-8.26959
CC1(C2CCOCC2)CCCN1C(=O)CCc1cccc2c1OCCO2,S7657,-10.0929
CNC(=O)NCC1COCCN1CC1OCCNC1=O,S7664,-6.49719
Cc1cccc(C(=O)N[C@@H](C)[C@@H](C)NC(=O)OC(C)(C)C)c1C#N,S7662,-8.31716
CSc1cc(SC)nc(NC(=O)N2C3CCC2C(C)C(=O)C3)n1,S7637,-7.31495
COc1c(C)cc(C)cc1CNC(=O)c1c[nH]nc1OCC(F)F,S7666,-9.06977
CC(C)c1nn(-c2ccccc2)cc1CNC(=O)N(C)C(C)C1CCCO1,S7663,-8.6541
CC(C)(C)OC(=O)NC1CC2(C1)CC1(CC(NC(=O)Nc3cnsc3)C1)C2,S7659,-7.06652
CCc1cc(-c2nnc(-c3ccc(OC)cc3)o2)n(C)n1,S7668,-8.3011
CCOC(=O)[C@H](CC)N(C)S(=O)(=O)c1ncccc1C(=O)N(C)C,S7655,-6.38006
C=C(Br)CNC(=O)NCc1ccc(C2CC2)c(F)c1,S7670,-7.89239
Cc1nccc2cc(C(=O)N3CCOC(C(F)(F)F)C3(C)C)[nH]c12,S7669,-7.10458
CC[C@H](C)[C@H](O)C(=O)N(C)[C@@H]1C[C@H]2C[C@@H]1N(C(=O)Cc1cc(Cl)cs1)C2,S7667,-8.12174
CC(C)n1cc(C(=O)Nc2snc3ncccc23)c(Br)n1,S7671,-8.53079
CCN1CCC(NC(=O)c2cnn3cnnc3c2)C(C)C1,S7673,-8.27347
CSc1c(F)cncc1NC(=O)[C@H]1C[C@@H]1C(C)NC(=O)OC(C)(C)C,S7665,-7.444
CCC(C#N)C(=O)NC(C)(C)c1ncccn1,S7676,-6.58409
CCOC(=O)CCc1nnc(NC(=O)C(C)(OC(C)C)c2ccccc2)s1,S7674,-6.88752
CCC1CN(CC(=O)N2C[C@H]3CC[C@@H]2[C@@H]3NC(=O)c2ccc(CO)cc2)C1,S7672,-7.7686
O=C(NC1CC2CC1CN(C(=O)c1cc(=O)[nH]c(=O)[nH]1)C2)C1=CSCS1,S7675,-7.44547
CC[C@H]1CN(CCCc2nnco2)C[C@@H]1c1ccc(C)cc1,S7678,-7.88451
CC(C)(C)c1nocc1CNC(=O)c1sc(N2CCCC2)nc1Cl,S7679,-8.72416
Cc1cccc(CC(C)NC(=O)c2cncn2C(C)C)c1,S7683,-8.78783
CN=S(C)(=O)c1cccc(-c2cccc3c2OCO3)c1,S7685,-8.15895
CC(C(=O)NC1COC2(C1)CN(C(=O)c1ccc3c(c1)COCC3)C2)C(F)F,S7680,-10.1134
Cc1conc1C1CN(CC(O)Cn2cc(Br)cn2)C1,S7687,-7.47199
Cc1[nH]cnc1C(=O)N[C@H]1C[C@@H](O)[C@H](NC(=O)c2ccn3c2CSCC3)C1,S7681,-9.34144
COc1ccc(Cl)cc1S(=O)(=O)N1CCN(S(=O)(=O)CC2CCCO2)CC1,S7684,-6.49111
CCOC(=O)C12COC(C(=O)NC3CCN(C(=O)C(F)C(C)(C)O)CC3)(C1)C2,S7686,-9.31733
Cc1cccc(F)c1CC(=O)NC(C)C1CCCN(C(=O)Cn2ncnc2N)C1,S7690,-9.23029
COC(=O)c1ccc(C(=O)N[C@H](C)CNC(=O)[C@@H]2[C@H]3CNC(=O)[C@H]32)cc1Cl,S7689,-8.46401
CC(C)(CCC#N)C(=O)NC1CC[C@H]2CO[C@@H]1O2,S7694,-6.55829
CCC(C(=O)NCCc1nc2c(Br)cccc2[nH]1)n1cnc(C#N)n1,S7692,-8.13399
CN(C)C[C@H]1C[C@H]1C(=O)NC1CN(C(=O)c2ccn(C3CCCCC3)n2)C1,S7691,-7.25566
CCC[C@@H](NC(=O)CN)C(=O)N1CCC12CCCS(=O)(=O)C2,S7688,-5.02876
COCC(C)(CC(=O)O)NC(=O)c1cn2ccncc2n1,S7682,-8.05068
O=C1CCC2(CN(C(=O)C3CCC(OCC4CCCO4)CC3)C2)N1,S7693,-7.69274
CCc1nnsc1C(=O)N[C@H](C)CNC(=O)C1(O)CCC(C)(C)CC1,S7695,-7.02848
O=C(NCCS(=O)(=O)NC1CCCCC1)[C@@]1(C(F)(F)F)CC[C@H](F)C1,S7696,-8.91616
Cn1nc(C2CCCN2)cc1C(=O)Nc1noc2c1COCC2,S7700,-8.55759
CC(C)N1C(=O)COCC1C(=O)NC1(CO)CCN(C(=O)C2(C3CC3)CC2)C1,S7698,-7.22724
C[C@H]1CC[C@H]1C(=O)NCC1(O)CN(C(=O)C(C)(C)c2cc(Cl)ccc2F)C1,S7699,-7.05612
COC(=O)[C@@H](Cc1ccc(F)c(Cl)c1)NC(=O)Nc1ccncc1N(C)C,S7701,-7.80943
CC1=C(C(=O)OCC2CN(C(=O)C(F)(F)F)CCO2)C(C)(C)CCC1,S7703,-7.74136
CCc1nn(Cc2ccccc2)cc1C(=O)N1CCC(C(N)=O)(N(C)C)C1,S7704,-9.4367
CC(CNC(=O)N1CC2CC(F)(F)CC(C1)C2=O)Oc1cccc(F)c1,S7705,-7.57184
CCc1nnc2c(C(=O)OC(C)c3ccc(OC(F)F)cc3)cccn12,S7697,-8.67762
CC(C)(C)OC(=O)NCc1ccc(CC(=O)OCC23CCCN(CC2)C3)s1,S7706,-8.19995
Cc1cc(C(=O)N[C@H]2C[C@@H](NC(=O)C[C@H]3CO[C@H](C)CO3)C2)nn1C(C)(C)C,S7702,-7.26674
N#CC1CC2(CCN(S(=O)(=O)c3ccc4nc[nH]c(=O)c4c3)C2)C1,S7709,-8.08784
N#CCC(=O)NC1CCCC(NC(=O)c2cnn(CCC(F)(F)F)c2)CC1,S7677,-9.38378
CO[C@H]1C[C@H]2[C@@H]1CCN2C(=O)C1CN(C2CNC2)C1,S7708,-6.71696
COc1c(C)ccc(C(=O)N2CCC[C@@H](N(C)C(=O)C3CNC(=O)C3)C2)c1F,S7710,-9.20331
CO[C@H]1C[C@H](C(=O)N2C[C@]3(CO)C[C@]3(C(F)(F)F)C2)N(S(C)(=O)=O)C1,S7711,-6.7354
CC1(NCc2cc(Br)c[nH]2)CS(=O)(=O)C1,S7707,-5.81265
Cc1cc(F)c(CNC[C@@H]2C[C@H]3C[C@@H]2[C@H](O)[C@@H]3O)c(F)c1,S7712,-7.98399
CC(C)(c1noc([C@@H]2CNC[C@H]2CC(F)(F)F)n1)C1CCCCC1,S7714,-6.50104
C=Cn1nncc1C(=O)N[C@@H]1CN(C(=O)c2cc(C)c3[nH]cnc3c2)C[C@@H]1F,S7713,-8.61951
Cc1cncc(CC(=O)NC2C3CCN(C(=O)c4[nH]ncc4Cl)CCC32)c1,S7715,-7.86005
COC1CC2(CC(CNc3nncs3)C2)C1,S7720,-6.10499
C=Cn1nncc1C(=O)NCC1(NC(=O)C2CCc3cn[nH]c3C2)CCCCC1,S7716,-7.35869
CC(NC(C)C(C)(C)n1cncn1)c1cc(Br)ccc1F,S7719,-7.83064
CN1CCN(CCOc2ccc(-c3cccc(N=S(C)(C)=O)n3)cc2)CC1,S7717,-8.67651
CC(NC(=O)Cn1cc(Br)cn1)[C@H]1CCCN1C(=O)c1c[nH]nn1,S7721,-7.70737
CS(=O)(=O)c1cc(C(=O)N[C@H]2C[C@@H]2NC(=O)C2(C3CCC3)CC2)ccc1F,S7718,-8.03389
C[C@@H]1C[C@H](C(=O)N[C@H](CNC(=O)[C@H]2CCOC(=O)N2)c2ccccc2)CCN1C,S7722,-8.73817
CN1CC(C)(C(=O)N(CCNC(=O)C2CCCSC2)C2CC2)CC1=O,S7727,-9.26754
Cc1nocc1CNC(=O)[C@H]1C[C@@H]1C1(C)COC1,S7729,-6.68413
CC1(CNC(=O)[C@@H]2CCC(=O)N2)CC(F)(F)CN1C(=O)c1cc(O)ccc1F,S7725,-10.0004
CN(C)C(=O)CCCC(=O)N[C@@H]1C[C@H]2CC[C@@H]1CN(C(=O)c1n[nH]cc1F)C2,S7726,-7.55181
OCC1CN(Cc2ccc(C(F)F)c(F)c2)C2(CC2)CO1,S7732,-8.19086
COc1cc(O)c(CO)cc1-c1ccc(CN2CCOCC2)cc1,S7731,-9.29786
CC1(C(=O)N[C@@H]2CN(C(=O)CCNC(=O)c3ccsc3)C[C@@H]2F)CC(F)C1,S7730,-7.34842
COc1ccc(Cl)c(C(=O)N2CCc3c(c(=O)[nH]c4ccccc34)C2)c1F,S7724,-9.21758
CCCc1ncoc1C(=O)N1CC(CC(=O)OC)OC(C)(C)C1,S7736,-6.99047
COc1cc(CCNC(=O)COc2c(C)occc2=O)c(OC)c2c1CCC2,S7733,-8.14508
CC(C)(c1ccc(OC(F)(F)F)cc1)c1noc(C2COCCC2N)n1,S7737,-7.85947
CN(C(=O)[C@H]1CCN2C[C@H]1N(C)C2=O)C1CCC(NC(=O)C2(C)COC2)CC1,S7735,-9.2343
O=C(NCC[C@@H](O)CCO)C(F)CC1CCC1,S7734,-3.97348
CN(C(=O)CN1CC[C@H]2[C@H](OC(C)(C)C)C[C@H]21)C1CCCc2ccccc21,S7738,-9.11515
O=C(COC1CCC(F)(F)CC1)N1CCCn2c(cc3ccccc32)C1,S7728,-9.65049
CC(=O)N1Cc2ccc(NC(Cc3nccn3C)C(F)F)cc2C1,S7739,-8.76175
CCc1cc(C(=O)N2CCNCc3ccc(C)cc32)cc(=O)[nH]1,S7741,-5.93686
Cn1nncc1C1(O)CN(C(=O)C[C@H]2C[C@@H]2c2csc(Br)c2)C1,S7743,-7.42634
O=C1CCC2(CCCN(c3ncc(OC(F)(F)F)cc3Br)C2)N1,S7745,-7.37741
Cc1coc(C2CC2)c1C(=O)N1CCN(C(=O)Cc2nccn2C)CC(CO)C1,S7742,-8.63477
CN(C)C1CC(C(=O)O)CN(C(=O)N2CCCC2=O)C1,S7747,-8.26221
CC(CC(N)=O)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)C12COCC(C1)C2,S7744,-7.48304
CC1(C)CC1CCOC(=O)c1ccc2ccncc2n1,S7749,-8.24514
CNc1nc(C)ccc1C(=O)N[C@H]1CC[C@H]1NC(=O)c1[nH]c(C2CC2)nc1C,S7748,-7.24298
COCc1nc(NC(=O)c2ccc(C=Cc3ccc4ccccc4n3)cc2)n(C)n1,S7750,-11.191
O=C1C(n2cc(C(O)c3cc(F)ccc3Cl)nn2)CCN1C1CNC1,S7752,-9.37253
CC1(CCC(=O)N[C@H]2C[C@H](F)CN(C(=O)C(F)(F)c3ncccc3F)C2)CC1,S7751,-7.98641
NC(=O)[C@H]1CCCC[C@H]1C(=O)NCC1CN(C(=O)C2(C3CCC3)CC2)CCO1,S7746,-7.07898
Cc1ccc2c(NC3CCCCC3n3cccn3)nccc2n1,S7755,-8.50153
CC(C)c1nc2cc(CCNC(=O)Nc3ccc4c(c3)NC(=O)CO4)ccc2o1,S7754,-8.57209
CCC[C@@H](C(=O)N1CCCN(C(=O)C[C@H](C)O)CCC1)N(C)C,S7756,-4.70066
Nc1nc(C2CC2)ncc1C(=O)OCCC(c1ccccc1)C(F)F,S7723,-8.77987
CC(C)C(CC1CCCCC1)C(=O)N1CCCC(S(N)(=O)=O)CC1,S7758,-8.27051
N#CCc1cc(Br)ccc1C(=O)N1CCC2C(=O)OCC2C1,S7759,-8.38839
C[C@@H](NC(=O)c1cn(-c2ccccc2)cn1)c1ccsc1,S7761,-8.95893
COC(=O)CC1CC(NC(=O)N2CC(c3cc(C(=O)OC)[nH]n3)C2)C12CCC2,S7757,-9.09028
CCOc1nccc(C)c1C(=O)NCc1cc(C2CCN(C(C)=O)CC2)no1,S7760,-9.25385
Cc1cc(N2CC3(CC(N(C)C)C3)C2)nc(C(C)C)n1,S7753,-7.57277
Cc1csc(C(=O)N2CC3(CN(C(=O)CN4CCC(O)CC4)C3)C2)c1Cl,S7762,-7.67912
C[C@H]1CC[C@H](NC(=O)OC(C)(C)C)CN1CC(=O)C1CCC2(CC2)C1,S7763,-7.10229
C[C@H]1CNCC[C@H]1C(=O)N1CC(O)CC12CCS(=O)(=O)CC2,S7764,-6.22787
COC(=O)c1cc(C(=O)N2CC=C(F)C2)c(C)s1,S7770,-7.55804
CC(=O)N1C[C@H](O)C[C@H]1C(=O)OCC(=O)c1ccc(Cl)c2ccccc12,S7765,-9.51976
Cn1nnc2ccc(C(=O)OCCC(c3ccccc3)C(F)F)cc21,S7769,-9.49632
Cc1cc(C)c(C(=O)NC(C)C2CCN(C(=O)C(O)(C3CC3)C3CC3)C2)c(C)n1,S7768,-9.64564
CCC(C)CCC(O)CC(=O)N1C2CC3CC1CC(C2)O3,S7774,-7.65752
CCc1[nH]c(C(=O)N2CCCN(C(=O)C3(C(C)C)CCCO3)CC2)nc1Cl,S7772,-7.80023
CCOC(C)(C)C(=O)N1CC2(CCCC2NC(=O)c2ncnc3c2CCCC3)C1,S7773,-6.78209
N#Cc1c(NCC23COC(CCO2)C3)nc2ccccn12,S7766,-8.49232
COc1cccc(CNC(=O)C(C)N[C@@H]2CCOc3c(C)cc(C)cc32)c1,S7775,-9.02409
Cc1cnc(C(=O)NC[C@H]2CCC[C@@H]2NC(=O)c2cscc2F)nc1,S7767,-7.93387
Cc1nc(C(=O)N2CC(N(C)C(=O)C3C([C@@H]4C[C@H](C)CCO4)C3(C)C)C2)co1,S7776,-8.87217
N[C@H](CNC(=O)C1C2CNCC1COC2)Cc1ccccc1,S7778,-7.31458
CC1(c2ncc(CCC(=O)Nc3noc4ncc(Br)cc34)o2)CC1,S7779,-7.14624
CC(C)[C@@H]1C[C@H]1C(=O)N1C[C@H](O)C[C@@H]1CNC(=O)c1cc2nccnc2cc1F,S7780,-9.67117
CCc1nnc(CCNC(=O)c2cnc(OC)nc2C)n1C,S7783,-7.19718
CC(=O)c1ccsc1C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@H]1[C@@H](C(F)F)C1(C)C,S7781,-6.2386
Cc1ccc2[nH]nc(C(=O)NC[C@H]3C[C@H](NC(=O)CC4CC(F)C4)C[C@H]3O)c2c1,S7782,-9.68902
CN(CCO)S(=O)(=O)c1ccc(NC(=O)c2cc(C(C)(C)O)ccn2)cc1,S7786,-7.1525
Cc1nscc1C(=O)N(C)CC(C)N(C)C(=O)C(C)n1cnc2ccccc21,S7785,-9.10082
N#Cc1ccc(C(=O)N2C[C@H](F)[C@H](NC(=O)c3ccc4c(n3)CCO4)C2)s1,S7784,-8.84883
COc1cc(F)c(C(NC(=O)c2cc(C(C)(C)C)oc2C)C(=O)O)c(F)c1,S7777,-8.68044
CC1OCCN(C(=O)c2ccccc2C(=O)NC(C)(C)C)C1(C)C,S7788,-7.34647
COCC(=O)N1CC2(C1)CN(C(=O)c1cc(C)c(C(F)F)cn1)CC(C)(C)O2,S7789,-5.48591
CC(C)(C(=O)N[C@H]1C[C@@H](NC(=O)c2cc(C3CC3)ns2)C1)c1cccs1,S7787,-7.93843
CC(=O)N1CC2(C1)C(C(=O)N(C)C(C)Cc1cccs1)CCS2(=O)=O,S7791,-6.38071
Cc1cccc(-c2cn(CC3CN(c4ccccc4)C(=O)O3)cn2)c1,S7792,-10.5643
CO[C@H]1C[C@@H](CCNC(=O)Nc2nccnc2O)C1,S7790,-4.80136
Cc1nc2ccc(CN3CCCC(Cc4cccnc4)C3)cc2o1,S7793,-9.32147
CC1OC2(CNC(=O)CCc3ccc[nH]3)CC1(C(=O)O)C2,S7796,-8.12837
O=C(NC1(c2ccccn2)CNC1)c1[nH]c2ccccc2c1Br,S7795,-7.39292
CCCC(=O)N1CCCCC1C(=O)N1CSCC1C(=O)NC,S7798,-8.30398
Cc1cc(C(C(=O)N2CC(NC(=O)CCn3cncn3)C2)C(C)(C)C)ccc1F,S7794,-7.72242
C[C@@H](C(=O)N1C[C@H]2[C@H](C(F)(F)F)C[C@@]2(NC(=O)CCC2(C)CC2)C1)N(C)C,S7771,-7.68968
Cc1c(C(C)NCC(=O)N2CCC(C(C)(C)O)C2)cnn1-c1ccccc1,S7797,-9.94839
FC1CC12CC(Nc1cc(-c3ccccc3)cnn1)C2,S7800,-8.71475
COc1ccc(C)c2c1CC(C(=O)N=S(C)(=O)CCO)N2,S7803,-7.08251
CCCC1CCC(O)(C(=O)Nc2cc(OC)cc(S(C)(=O)=O)c2)CC1,S7804,-6.08833
CC(C(=O)O)n1cc(-c2ccc(CNC(=O)[C@H]3C[C@H]4CCCCC[C@H]43)cc2)nn1,S7799,-9.84121
Cc1cccc2[nH]cc(CCNS(=O)(=O)c3nc(-c4ccccc4)ns3)c12,S7805,-8.07067
CC(C)c1noc(CCC(=O)N(C)C2CCN(C(=O)C3(C)CC3(C)C)CC2)n1,S7806,-7.60088
CS(=O)c1ccccc1C(=O)N1C[C@@H]2[C@H](C1)[C@H]2NC(=O)CCc1cnccn1,S7808,-9.87265
O=C1CCC(C(=O)N2CC(C(F)F)C3(CCC3)C2)CCO1,S7812,-8.89795
CNc1ccc(C(=O)N2CC[C@H](NC(=O)c3cc(Cl)cc(OC)c3)[C@H]2C)nc1,S7802,-9.78534
CN(CC(C)(C)CNC(=O)C1CCC(=O)O1)C(=O)C12COC(CCO1)C2,S7810,-7.47564
C[C@H](O)CC(=O)N1CC[C@@H](N2CCN(C(=O)C3(C4CCCO4)CCC3)CC2)C1,S7809,-10.0056
Cc1ncnc(C(=O)N2CCCC2C2(NC(=O)C(C)c3ccnn3C)CC2)c1C,S7811,-7.99586
CCc1cnoc1C(=O)NCC1CC(C)N(C(=O)Cc2nn(C)cc2Cl)C1,S7814,-9.25337
O=C(N[C@@H]1CCN(C(=O)CS(=O)(=O)CC(F)(F)F)C1)C1CC2(CC2)CO1,S7807,-8.60234
O=C(c1ccncc1C1CC1)N1CC[C@H]2[C@H](CCN2C(=O)CSC(F)F)C1,S7815,-7.68558
CCC(C(=O)N1CCCC(N(CC)C(=O)C2CCOCC2)C1)C(F)(F)F,S7817,-6.83065
CC1CN(C(=O)C2CCc3nnc(C(C)(C)C)n3C2)CCN1C1CCN(C)CC1,S7816,-8.24835
C[C@@H](OCCN(C)C)C(=O)N(Cc1ccccc1)[C@@H]1CNC[C@H]1O,S7818,-4.30564
O=C1CCC(CCNC(=O)c2cc(-c3cccc(Cl)c3)ns2)CN1,S7820,-9.84543
CCc1noc(C2(NC(=O)c3cc4c(Br)cccc4cn3)CC2)n1,S7819,-8.69836
COC(=O)c1c[nH]nc1C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@]1(C)CC[C@H](C)C1(C)C,S7801,-7.73966
CN(CC1OCCc2sccc21)C(=O)c1c(O)cc(Cl)cc1F,S7821,-8.6332
CC1(C)CC(CNC(=O)c2nc3n(c2Cl)CCCC3)CNC1=O,S7824,-8.89862
NC1CCc2cc(NC(=O)c3ccc(C(=O)C4CC4)cc3)ccc2C1,S7822,-9.75182
COC(=O)[C@H]1[C@H](F)CCN1C(=O)[C@H]1C[C@H]1c1nc[nH]n1,S7827,-6.4994
Cn1ccc(C2(C(=O)NCC3(C)CCN(C(=O)C4=C(Cl)CCC4)C3)CC2)n1,S7826,-9.03785
CCCN(CCN1C(=O)CCN(CC2CCCC2OC)C1=O)C(C)C,S7829,-8.92553
C[C@H]1CCO[C@@H](C2C(C(=O)Nc3cnn(-c4ccccc4)c(=O)c3)C2(C)C)C1,S7825,-10.4691
COC(=O)CC1(NC(=O)CCC2(C(=O)OC)CCCC2)CSC1,S7823,-6.2815
CCc1n[nH]c(C(=O)N2CC[C@H](C(=O)OC)[C@H]2C2CC2)c1Cl,S7830,-8.0063
O=C(O)CC1CC2(CCN(C(=O)c3cccc4c3CCS4(=O)=O)C2)C1,S7831,-11.0434
